DEU,50.125202,8.814922
CYP,35.175393,33.362176
DEU,52.396031,13.407008
GBR,51.525292,-0.127563
GBR,51.514288,-0.104266
FIN,60.265376,24.79584
ESP,42.344275,-3.698328
DEU,52.479471,13.493915
GBR,51.487594,-0.132262
DNK,55.689294,9.780956
USA,41.886394,-87.68510
USA,33.986395,-118.3468
DEU,48.917829,12.883007
GRC,37.04218,22.107038
ESP,41.616546,0.640944
ITA,45.454413,9.185862
DEU,48.227991,11.560118
USA,42.344976,-71.05255
GBR,51.372848,-0.225452
AUT,48.170731,16.386749
GBR,52.410733,-1.570655
MLT,35.919141,14.373629
MLT,35.922957,14.429563
GBR,55.86024,-4.262483
DEU,53.531598,9.952735
USA,41.803569,-87.59769
DEU,47.780041,10.588296
GBR,52.39407,-1.500447
DEU,49.399945,8.676101
GBR,55.360669,-3.398088
DEU,53.575059,9.993925
AUT,48.176308,16.370432
ITA,41.883784,12.432459
AUT,48.219087,16.362854
BEL,51.263516,4.447802
UKR,46.463724,30.725108
NLD,52.367707,4.883588
DEU,49.861076,8.653368
DEU,48.138743,11.574885
USA,37.875414,-122.4660
ESP,38.338931,-0.514397
ITA,44.899021,8.22681
DEU,49.259072,8.486118
DEU,49.265894,8.482775
BEL,51.027053,3.705666
CHE,47.372879,8.512143
USA,42.0375284,-87.9006
GBR,52.28079,-1.574674
MKD,42.020397,21.454906
DEU,51.500529,7.469978
DEU,51.513068,7.504667
DEU,51.514579,7.480321
FRA,48.823493,2.384037
FRA,48.870681,2.35113
FRA,48.513686,-2.765841
FRA,43.601718,3.895774
GBR,51.443748,-2.539293
GBR,51.442585,-2.550808
SRB,44.884318,20.453777
SRB,44.724879,20.475383
FRA,43.627954,3.911259
SWE,57.748623,11.977649
DEU,48.765033,9.179409
DEU,48.763875,9.1913
DEU,48.764961,9.247337
DEU,50.111062,8.683623
DEU,50.087823,8.706766
AUT,47.821371,13.052394
NLD,51.566541,5.078915
CZE,49.226054,16.604876
USA,42.357711,-71.06967
DNK,57.054211,9.918201
AUT,47.929255,13.809331
DEU,52.497233,13.547485
ESP,41.38827,2.201366
GBR,52.635583,1.325047
MLT,35.922049,14.423681
CZE,49.764122,13.377975
BEL,50.89462,4.356763
USA,42.358498,-71.06848
DEU,48.628553,8.079126
GBR,51.498689,-0.112617
GBR,51.501012,-0.157109
GBR,51.505767,-0.139556
GBR,52.769558,-2.366387
DEU,48.153835,11.553662
DEU,48.107512,11.582758
ITA,45.445147,9.179253
USA,29.757289,-95.36641
GBR,53.409915,-3.042144
SWE,57.704172,11.9744
GBR,51.493241,-0.124701
UKR,46.479073,30.647022
SWE,59.877751,17.627609
USA,33.530394,-86.76103
MLT,35.943455,14.417417
FRA,48.85538,2.343396
DEU,49.463215,11.073615
DEU,48.746863,9.185375
FRA,48.854578,2.351927
FRA,43.614641,3.872519
CHE,46.030051,8.952312
AUT,48.216437,16.34064
JPN,35.841073,139.72147
GBR,51.469963,-0.169725
GBR,51.467269,-2.621446
GBR,52.056583,-2.717053
GBR,51.506341,-0.124959
GBR,51.499996,-0.128712
BEL,51.021721,3.716544
GBR,50.797583,-1.075165
FRA,45.769521,4.855609
FRA,45.768191,4.832632
GBR,51.383136,-0.286273
POL,52.176492,21.028534
AUT,47.803773,13.080267
GRC,38.00253,23.743099
AUT,48.213361,16.388178
CZE,50.335278,13.803347
CZE,50.349096,13.795752
GBR,51.466586,-2.58432
CZE,49.246765,16.606682
GBR,51.732617,-2.21793
DEU,48.981815,8.396071
NLD,52.369388,4.799195
ITA,45.461559,10.933565
ITA,45.434858,10.985181
ITA,45.425256,10.970444
ITA,45.437596,10.976359
ITA,45.437172,10.993933
ITA,45.438557,11.004778
DEU,50.940175,6.955367
ITA,45.459362,10.983575
USA,39.60965,-77.041694
ESP,37.991654,-1.142355
ESP,37.982676,-1.137571
USA,37.03453,-95.736026
DEU,51.156391,10.270418
GBR,51.554367,-0.119464
GBR,51.508882,-0.15426
GBR,53.07747,-2.454055
NLD,52.0716543,4.309868
GBR,51.53946,-0.125356
DEU,50.178993,8.625853
ESP,43.367666,-2.981423
MLT,35.909678,14.503504
ITA,43.729302,11.267531
DEU,50.026793,8.174295
ESP,39.575975,2.646037
GBR,55.947066,-3.192272
DEU,48.997768,8.377344
ITA,44.494654,11.309228
ITA,44.056121,12.569628
ITA,44.06785,12.582753
GBR,53.468069,-2.246195
GBR,53.51176,-2.283872
DEU,50.081857,8.721087
ITA,45.440618,8.623038
DEU,48.782185,9.194507
DEU,49.208114,7.014084
ITA,40.887186,14.23033
BEL,51.098223,3.643056
DEU,49.946489,11.566778
GBR,52.09263,-1.951138
ESP,37.990632,-1.130506
ESP,37.987885,-1.140609
GBR,52.345055,-1.297446
BEL,50.813594,3.268314
IRL,53.406038,-6.262373
FRA,48.586806,7.743484
GBR,51.059804,-1.297589
PRT,38.719165,-9.139469
NLD,52.37884,4.886289
DEU,48.775571,9.158172
IRL,53.421935,-6.267178
RUS,55.784343,37.377548
DEU,50.766261,6.131854
DEU,52.338924,9.733653
BEL,50.830075,4.351781
ESP,40.414526,-3.767928
DEU,49.482533,8.456878
DEU,53.41945,9.895772
DEU,50.793376,7.122304
DEU,51.830639,6.128094
DEU,49.995577,9.175443
GRC,40.294585,23.543569
ESP,39.488823,2.791252
USA,42.385836,-71.11129
USA,41.880118,-87.63157
USA,40.750205,-73.84420
USA,41.8337329,-87.7321
USA,40.825523,-74.01963
ITA,41.832008,12.574738
DEU,52.455098,13.471972
DEU,47.73524,9.238282
DEU,50.790113,6.080773
DEU,49.393661,8.668099
DEU,49.005291,8.382661
GBR,51.505873,-0.067599
GBR,55.933917,-3.043167
DEU,47.979241,8.8004266
DEU,50.436196,7.441346
ITA,40.425417,15.190856
TUR,38.46724,27.123375
ARE,24.961691,55.1933
DEU,51.530383,7.216018
DEU,49.159438,7.04445
FRA,43.521668,5.446624
DEU,52.923662,11.763899
GRC,39.633644,21.837642
FRA,47.819216,1.056585
TUR,38.400809,27.151889
NLD,51.957587,4.50955
FRA,48.865894,2.340103
ESP,40.31843,-3.872214
DEU,51.277014,7.122581
DEU,49.45203,11.07675
FRA,45.784595,4.839116
DEU,48.144753,11.587208
BIH,44.771857,17.195667
BEL,50.980398,3.663156
GBR,52.53916,-1.912692
DEU,50.071941,8.684417
GBR,52.1975728,0.126567
AZE,40.425949,49.908071
ESP,28.124908,-16.62476
ESP,28.273962,-16.39096
BEL,50.72806,4.656136
ITA,45.538633,10.19168
ITA,41.913213,12.159454
DEU,49.296752,10.568559
GBR,51.719028,-1.271997
ITA,45.491568,9.214408
CHE,47.541188,7.948788
GBR,51.74472,-1.237297
GBR,51.57178,-0.12863
