50.129765,8.661579
45.446264,10.985753
51.197623,4.410129
30.268411,-97.82962
48.775417,9.193251
45.763948,4.850386
45.150858,8.665625
45.464952,9.166055
37.970032,23.725503
49.871466,8.662497
37.976939,23.766296
41.38655,2.17129
51.165117,4.369696
37.981057,23.705088
51.521343,-0.128106
50.109185,14.482372
48.225532,16.389824
50.849686,4.334941
55.819509,-3.201625
50.077141,14.498828
37.987817,23.73075
52.365824,4.887002
41.403593,2.180815
40.423984,-3.661482
-37.882607,144.9618
43.783186,11.251349
41.54361,12.873458
52.953017,-1.156057
52.954238,-1.143742
57.476515,-4.222537
57.478563,-4.226186
52.063174,4.30901
51.415758,-0.740773
51.461568,-0.73521
52.568518,-0.225333
39.572767,2.6504
51.268727,6.795564
52.308105,4.929186
51.518823,-0.255454
43.695562,7.288091
41.358087,2.097401
48.216187,16.371766
51.383373,6.571899
40.126436,28.999589
45.439931,4.420674
51.891978,0.893127
50.106363,8.765946
41.402281,2.138072
59.329877,18.072199
40.712501,-74.06951
50.991633,-0.615001
41.003408,28.679419
43.53045,5.432358
40.440535,-8.43568
44.823007,-0.579749
49.424893,8.724157
52.518833,13.406078
52.371148,4.916274
49.422686,8.671219
55.948654,-3.361985
55.910713,-3.209824
51.523256,-0.125162
53.294498,-6.277901
53.349069,-6.245081
51.519271,-0.10713
49.492196,8.430449
35.156552,33.364455
37.455493,-122.1433
37.349434,-121.8959
49.234455,6.167086
53.210371,6.568963
39.173303,-86.52896
45.820163,8.824304
43.660909,-79.38333
43.593602,-79.36604
39.170311,21.826257
53.86793,11.531994
48.176555,16.379935
45.7268,-75.841403
48.884022,2.355215
41.992976,21.431478
48.138897,17.113626
52.40636,4.842069
51.525106,7.234129
51.884799,0.901624
52.569864,-1.929886
52.443988,13.380951
48.304069,16.384595
42.523816,-1.673777
41.36847,2.186394
51.454113,-0.980982
42.010398,-4.51962
48.107931,11.538866
51.512833,-0.193908
50.108077,14.274865
51.459487,-0.30122
52.953126,-1.160788
47.567037,7.593577
